Locus	wtA	wtB	wtC								
AT3G60040	0	4	0								
AT3G60050	240	328	350								
AT3G60060	0	0	0								
AT3G60070	1095	1897	1029								
AT3G60075	0	0	0								
AT3G60080	191	252	226								
AT3G60090	0	0	0								
AT3G60100	0	0	2								
AT3G60110	115	140	134								
AT3G60120	0	0	0								
AT3G60130	2158	4275	2434								
AT3G60140	3971	4613	2935								
AT3G60150	76	211	80								
AT3G60160	0	0	0								
AT3G60164	0	0	0								
AT3G60170	0	0	0								
AT3G60176	32	90	26								
AT3G60180	259	585	209								
AT3G60190	271	442	330								
AT3G60200	1545	1614	1497								
AT3G60210	1554	4599	3428								
AT3G60220	78	50	38								
AT3G60238	0	0	0								
AT3G60240	86	118	220								
AT3G60245	3732	16849	10088								
AT3G60250	3398	5823	3363								
AT3G60260	1737	2551	1727								
AT3G60270	0	3	5								
AT3G60280	14	30	30								
AT3G60286	0	0	0								
AT3G60290	23	100	44								
AT3G60300	1574	6309	1904								
AT3G60310	6	35	21								
AT3G60318	0	0	0								
AT3G60320	70	211	192								
AT3G60328	0	0	0								
AT3G60330	131	186	149								
AT3G60340	1360	4239	3051								
AT3G60350	746	1518	753								
AT3G60360	503	946	628								
AT3G60370	841	1330	637								
AT3G60380	2	60	21								
AT3G60390	662	1138	1029								
AT3G60400	137	249	172								
AT3G60410	197	438	279								
AT3G60420	2	0	0								
AT3G60440	540	542	472								
AT3G60450	2013	4094	2606								
AT3G60460	0	0	0								
AT3G60470	0	0	0								
AT3G60480	372	1209	586								
AT3G60490	26	56	24								
AT3G60500	194	422	267								
AT3G60510	41	90	63								
AT3G60520	319	831	419								
AT3G60530	4342	4295	3916								
AT3G60540	0	0	0								
AT3G60550	1	5	1								
AT3G60560	0	0	0								
AT3G60565	0	0	0								
AT3G60570	0	0	0								
AT3G60580	5	7	6								
AT3G60590	630	929	524								
AT3G60600	6656	9144	5591								
AT3G60610	0	0	0								
AT3G60613	0	0	0								
AT3G60620	279	1024	668								
AT3G60630	143	315	297								
AT3G60640	789	814	488								
AT3G60647	0	0	0								
AT3G60650	0	0	0								
AT3G60660	32	63	63								
AT3G60670	4	6	0								
AT3G60680	303	195	170								
AT3G60690	108	71	65								
AT3G60700	10	39	4								
AT3G60710	0	0	0								
AT3G60720	46	103	98								
AT3G60730	0	0	0								
AT3G60740	114	297	117								
AT3G60750	22665	54837	43030								
AT3G60760	0	0	0								
AT3G60770	6279	10708	6099								
AT3G60780	5	28	17								
AT3G60790	0	0	0								
AT3G60800	463	1055	606								
AT3G60805	0	0	0								
AT3G60810	48	99	105								
AT3G60820	1311	5456	3095								
AT3G60830	418	847	707								
AT3G60840	3	16	7								
AT3G60850	0	44	28								
AT3G60860	752	1197	640								
AT3G60870	0	1	2								
AT3G60880	383	599	356								
AT3G60890	0	0	0								
AT3G60897	0	0	0								
AT3G60900	34	67	51								
AT3G60910	134	188	113								
AT3G60920	0	0	0								
AT3G60930	259	434	367								
AT3G60935	0	0	0								
AT3G60940	2	2	9								
AT3G60950	0	0	0								
AT3G60955	0	0	0								
AT3G60957	0	0	0								
AT3G60960	0	2	1								
AT3G60961	0	1	1								
AT3G60965	0	0	0								
AT3G60966	0	2	3								
AT3G60970	0	0	0								
AT3G60972	0	0	0								
AT3G60980	191	156	114								
AT3G60990	0	0	0								
AT3G61010	12	47	21								
AT3G61020	57	123	32								
AT3G61028	14	22	15								
AT3G61030	0	0	0								
AT3G61035	0	0	0								
AT3G61040	3	1	3								
AT3G61050	2072	3613	2396								
AT3G61060	3784	6549	3437								
AT3G61070	652	1437	914								
AT3G61080	158	606	310								
AT3G61090	0	5	0								
AT3G61100	660	1273	569								
AT3G61105	0	0	0								
AT3G61110	16407	13222	14431								
AT3G61111	0	0	0								
AT3G61113	0	0	0								
AT3G61117	0	0	0								
AT3G61118	0	0	0								
AT3G61120	0	0	0								
AT3G61130	1827	1831	1123								
AT3G61140	267	480	256								
AT3G61150	1459	1438	875								
AT3G61160	220	382	264								
AT3G61170	1	0	0								
AT3G61172	0	0	0								
AT3G61175	0	0	0								
AT3G61177	0	0	0								
AT3G61180	889	1662	897								
AT3G61182	0	0	0								
AT3G61185	0	0	0								
AT3G61190	114	206	123								
AT3G61198	143	173	127								
AT3G61200	356	850	312								
AT3G61210	31	53	56								
AT3G61220	9	29	27								
AT3G61230	0	0	0								
AT3G61240	1431	2859	1534								
AT3G61250	1	11	10								
AT3G61260	24468	35765	23483								
AT3G61270	81	124	66								
AT3G61280	0	1	0								
AT3G61290	1	0	0								
AT3G61300	74	87	58								
AT3G61310	243	508	326								
AT3G61320	129	246	144								
AT3G61330	0	0	0								
AT3G61340	0	0	0								
AT3G61350	202	571	291								
AT3G61360	44	99	60								
AT3G61370	313	888	465								
AT3G61380	132	135	88								
AT3G61389	0	0	0								
AT3G61390	7	27	6								
AT3G61400	0	0	0								
AT3G61410	10	12	13								
AT3G61415	232	340	224								
AT3G61420	163	806	385								
AT3G61430	9054	20250	10494								
AT3G61440	3868	14278	7004								
AT3G61450	5	7	6								
AT3G61460	1346	1959	1178								
AT3G61470	3145	5696	4141								
AT3G61480	0	10	4								
AT3G61490	1460	3104	2319								
AT3G61500	0	0	0								
AT3G61510	0	0	0								
AT3G61520	16	15	9								
AT3G61530	20	38	51								
AT3G61540	270	602	319								
AT3G61545	0	0	0								
AT3G61550	166	199	154								
AT3G61560	170	225	140								
AT3G61570	407	421	274								
AT3G61571	0	0	0								
AT3G61580	9408	9839	9683								
AT3G61590	121	170	121								
AT3G61600	1645	2788	1819								
AT3G61610	392	503	549								
AT3G61620	430	1205	779								
AT3G61630	123	217	163								
AT3G61640	353	312	294								
AT3G61650	0	0	0								
AT3G61660	0	0	0								
AT3G61670	122	253	119								
AT3G61678	0	0	0								
AT3G61680	67	228	114								
AT3G61690	432	653	468								
AT3G61700	3092	3085	2203								
AT3G61710	431	564	359								
AT3G61715	0	0	0								
AT3G61720	0	0	0								
AT3G61721	0	0	0								
AT3G61723	0	0	0								
AT3G61730	0	0	0								
AT3G61740	27	85	57								
AT3G61750	1	6	5								
AT3G61755	0	0	0								
AT3G61760	0	0	0								
AT3G61763	0	0	0								
AT3G61770	151	259	215								
AT3G61780	0	7	30								
AT3G61790	1445	2114	1678								
AT3G61800	49	78	97								
AT3G61810	0	1	1								
AT3G61820	350	646	628								
AT3G61825	0	0	0								
AT3G61826	0	0	0								
AT3G61827	0	0	0								
AT3G61829	0	0	0								
AT3G61830	451	448	396								
AT3G61840	12	8	14								
AT3G61850	389	566	467								
AT3G61860	1029	1685	1245								
AT3G61870	1054	2572	1854								
AT3G61880	4	4	5								
AT3G61890	111	268	154								
AT3G61897	0	0	0								
AT3G61898	0	0	0								
AT3G61900	0	0	0								
AT3G61910	0	0	0								
AT3G61920	5	13	13								
AT3G61930	50	69	117								
AT3G61940	1	1	0								
AT3G61947	0	0	0								
AT3G61950	12	2	2								
AT3G61960	186	514	358								
AT3G61962	0	0	0								
AT3G61970	1	5	9								
AT3G61980	221	460	260								
AT3G61990	281	849	614								
AT3G62000	170	449	214								
AT3G62010	214	438	332								
AT3G62020	324	272	321								
AT3G62030	10519	28862	14362								
AT3G62040	299	1111	568								
AT3G62050	14	41	26								
AT3G62060	51	226	92								
AT3G62070	122	86	77								
AT3G62080	80	138	64								
AT3G62090	185	515	314								
AT3G62097	0	0	0								
AT3G62100	76	87	124								
AT3G62110	4262	3160	2955								
AT3G62120	1975	4112	3068								
AT3G62130	300	711	381								
AT3G62140	90	470	197								
AT3G62150	0	10	0								
AT3G62160	50	83	118								
AT3G62170	0	0	0								
AT3G62180	1	0	0								
AT3G62190	0	0	0								
AT3G62200	0	0	0								
AT3G62210	15	5	8								
AT3G62220	299	757	422								
AT3G62230	0	0	0								
AT3G62240	748	556	473								
AT3G62245	0	0	0								
AT3G62250	38604	43686	41190								
AT3G62260	288	726	341								
AT3G62270	753	865	688								
AT3G62280	10	48	24								
AT3G62285	0	0	0								
AT3G62290	47021	25965	15340								
AT3G62300	265	1170	714								
AT3G62310	968	1994	1022								
AT3G62320	0	1	1								
AT3G62330	489	832	527								
AT3G62336	0	0	0								
AT3G62340	0	0	0								
AT3G62350	0	0	0								
AT3G62360	1396	2406	1443								
AT3G62370	290	669	346								
AT3G62380	5	2	1								
AT3G62390	119	255	144								
AT3G62400	986	2203	1301								
AT3G62410	607	1174	796								
AT3G62420	0	0	0								
AT3G62422	0	0	0								
AT3G62430	0	1	0								
AT3G62440	0	0	0								
AT3G62450	0	0	0								
AT3G62455	0	0	0								
AT3G62460	13	23	8								
AT3G62470	35	144	88								
AT3G62475	0	0	0								
AT3G62480	0	0	0								
AT3G62490	0	0	0								
AT3G62499	0	0	0								
AT3G62500	0	0	0								
AT3G62510	0	0	0								
AT3G62520	0	0	0								
AT3G62528	0	0	0								
AT3G62529	0	0	0								
AT3G62530	6596	11131	5805								
AT3G62540	56	138	57								
AT3G62550	35	82	47								
AT3G62560	1187	2591	1650								
AT3G62570	279	218	249								
AT3G62580	666	1317	841								
AT3G62590	4	35	16								
AT3G62600	1033	2565	1164								
AT3G62610	0	3	2								
AT3G62620	41	112	72								
AT3G62630	225	315	292								
AT3G62640	0	0	0								
AT3G62650	5537	7367	6768								
AT3G62660	2930	2474	1960								
AT3G62670	0	0	0								
AT3G62680	45	122	138								
AT3G62690	15	11	16								
AT3G62700	1174	3382	2085								
AT3G62710	0	4	1								
AT3G62720	515	579	496								
AT3G62725	0	0	0								
AT3G62730	6	18	9								
AT3G62735	0	0	0								
AT3G62740	0	0	0								
AT3G62750	147	479	258								
AT3G62760	0	0	0								
AT3G62770	257	652	309								
AT3G62780	5	24	6								
AT3G62790	1818	3843	1857								
AT3G62800	597	942	523								
AT3G62810	1197	1801	1338								
AT3G62820	74	229	145								
AT3G62830	1026	1453	1432								
AT3G62840	2778	2153	1141								
AT3G62850	0	0	0								
AT3G62860	358	1433	598								
AT3G62870	21718	24800	19921								
AT3G62880	210	523	187								
AT3G62890	34	65	60								
AT3G62900	101	379	277								
AT3G62907	0	0	0								
AT3G62910	155	783	347								
AT3G62920	0	0	0								
AT3G62930	0	0	0								
AT3G62940	1207	1751	1441								
AT3G62950	67	226	125								
AT3G62960	1	3	0								
AT3G62970	333	1058	449								
AT3G62980	5919	5374	6224								
AT3G62988	0	0	0								
AT3G62990	71	110	66								
AT3G63000	141	314	273								
AT3G63003	0	0	0								
AT3G63006	0	0	0								
AT3G63010	245	322	190								
AT3G63020	0	0	3								
AT3G63030	98	249	124								
AT3G63040	3	20	18								
AT3G63050	0	0	0								
AT3G63052	0	0	0								
AT3G63060	2	9	2								
AT3G63070	13	23	46								
AT3G63080	1605	3015	1148								
AT3G63088	0	0	0								
AT3G63090	181	291	146								
AT3G63095	0	0	3								
AT3G63110	96	196	203								
AT3G63120	1962	4518	2754								
AT3G63130	1131	2158	1531								
AT3G63140	562	1702	853								
AT3G63150	316	341	213								
AT3G63160	5529	8255	6229								
AT3G63170	198	397	302								
AT3G63180	61	190	165								
AT3G63190	5066	4980	4732								
AT3G63200	498	529	430								
AT3G63210	1008	1233	935								
AT3G63220	280	359	264								
AT3G63230	0	0	0								
AT3G63233	0	0	0								
AT3G63240	332	922	631								
AT3G63250	307	792	578								
AT3G63260	1420	1770	1009								
AT3G63270	1927	1074	1276								
AT3G63280	177	299	255								
AT3G63290	107	231	149								
AT3G63300	48	167	65								
AT3G63310	206	1066	462								
AT3G63320	0	0	0								
AT3G63340	131	214	262								
AT3G63350	3	16	23								
AT3G63360	0	0	0								
AT3G63370	0	1	1								
AT3G63375	0	0	0								
AT3G63380	84	186	134								
AT3G63390	691	975	647								
AT3G63400	1472	3697	2264								
AT3G63410	1590	5235	2493								
AT3G63420	192	490	293								
AT3G63430	200	518	333								
AT3G63440	73	176	88								
AT3G63445	41	44	33								
AT3G63450	66	187	105								
AT3G63460	1876	2390	1382								
AT3G63470	1225	1603	933								
AT3G63480	59	135	79								
AT3G63490	7064	16198	10863								
AT3G63500	385	858	645								
AT3G63510	231	552	288								
AT3G63520	592	1837	1094								
AT3G63530	143	485	169								
AT3G63540	3161	6444	3712								
AT3G66652	0	3	16								
AT3G66654	885	638	698								
AT3G66656	0	0	0								
AT3G66658	323	546	555								
AT4G00005	0	0	0								
AT4G00020	35	160	71								
AT4G00026	315	976	677								
AT4G00030	139	411	228								
AT4G00040	22	206	82								
AT4G00050	132	144	148								
AT4G00060	22	150	45								
AT4G00070	0	0	0								
AT4G00080	119	301	123								
AT4G00085	0	0	0								
AT4G00090	559	1187	818								
AT4G00100	17977	36303	22470								
AT4G00110	192	367	223								
AT4G00114	0	0	0								
AT4G00120	0	0	0								
AT4G00124	0	0	0								
AT4G00130	13	19	21								
AT4G00140	0	0	0								
AT4G00150	179	256	211								
AT4G00160	0	0	0								
AT4G00165	110	220	141								
AT4G00170	188	351	361								
AT4G00180	1181	1279	1179								
AT4G00190	0	0	0								
AT4G00200	113	288	96								
AT4G00210	0	10	4								
AT4G00220	54	79	53								
AT4G00225	0	0	0								
AT4G00230	272	477	235								
AT4G00231	47	253	159								
AT4G00232	0	0	0								
AT4G00234	0	0	0								
AT4G00236	0	0	0								
AT4G00238	730	1695	1046								
AT4G00240	0	3	0								
AT4G00250	138	135	85								
AT4G00260	0	0	0								
AT4G00270	291	683	614								
AT4G00280	0	0	0								
AT4G00290	68	184	135								
AT4G00300	1797	2332	1947								
AT4G00305	0	0	0								
AT4G00310	424	373	408								
AT4G00315	0	0	0								
AT4G00320	0	0	0								
AT4G00330	1274	1271	829								
AT4G00335	170	346	168								
AT4G00340	182	521	282								
AT4G00342	0	0	0								
AT4G00350	0	1	2								
AT4G00355	2797	3662	1779								
AT4G00356	0	0	0								
AT4G00360	12857	15996	13535								
AT4G00370	1386	2342	1741								
AT4G00380	101	140	91								
AT4G00390	20	18	10								
AT4G00400	1559	2920	1951								
AT4G00413	0	0	0								
AT4G00416	0	0	0								
AT4G00420	86	183	82								
AT4G00430	7280	6530	4612								
AT4G00440	852	1312	920								
AT4G00450	213	493	293								
AT4G00460	37	74	61								
AT4G00467	0	0	0								
AT4G00480	80	161	100								
AT4G00490	273	856	596								
AT4G00500	331	568	287								
AT4G00520	33	100	55								
AT4G00525	35	147	83								
AT4G00530	0	0	0								
AT4G00540	0	0	0								
AT4G00550	136	195	111								
AT4G00560	501	1324	915								
AT4G00570	1714	3236	1587								
AT4G00580	0	0	0								
AT4G00585	11072	15720	11043								
AT4G00590	41	187	72								
AT4G00600	0	0	0								
AT4G00610	0	0	0								
AT4G00620	198	478	315								
AT4G00630	54	165	103								
AT4G00650	48	56	56								
AT4G00651	0	0	0								
AT4G00660	98	290	97								
AT4G00670	35	80	61								
AT4G00680	646	805	583								
AT4G00690	0	0	0								
AT4G00695	0	3	1								
AT4G00700	112	303	207								
AT4G00710	1625	3205	2071								
AT4G00720	642	1293	593								
AT4G00730	950	2368	1867								
AT4G00740	786	2246	1438								
AT4G00750	93	245	257								
AT4G00752	454	1320	803								
AT4G00753	0	0	0								
AT4G00755	173	288	272								
AT4G00760	47	108	85								
AT4G00770	13	13	14								
AT4G00780	131	221	200								
AT4G00800	223	695	246								
AT4G00810	3255	7293	4702								
AT4G00820	2578	3060	2690								
AT4G00830	1554	2231	2202								
AT4G00840	485	1202	632								
AT4G00850	31	123	78								
AT4G00860	2812	7016	5186								
AT4G00870	4	1	0								
AT4G00872	0	0	0								
AT4G00880	22	28	14								
AT4G00885	0	0	0								
AT4G00890	7	2	6								
AT4G00891	0	0	0								
AT4G00893	0	3	0								
AT4G00895	1221	2392	2194								
AT4G00900	7	70	20								
AT4G00905	11	88	27								
AT4G00910	1	15	5								
AT4G00920	0	0	0								
AT4G00930	0	1	0								
AT4G00940	0	0	2								
AT4G00950	13	18	19								
AT4G00955	39	45	20								
AT4G00960	0	1	2								
AT4G00970	0	0	1								
AT4G00975	2	8	2								
AT4G00980	28	56	37								
AT4G00985	0	0	0								
AT4G00990	473	1244	895								
AT4G01000	1329	2422	1140								
AT4G01010	0	12	4								
AT4G01020	31	128	48								
AT4G01023	0	0	0								
AT4G01026	206	531	171								
AT4G01030	21	23	11								
AT4G01037	170	402	365								
AT4G01040	406	907	429								
AT4G01050	6514	9742	6580								
AT4G01060	0	0	0								
AT4G01070	1699	1532	1051								
AT4G01080	12	20	8								
AT4G01090	1078	1065	919								
AT4G01100	2311	5328	2230								
AT4G01110	69	77	77								
AT4G01120	339	1071	520								
AT4G01130	7	15	2								
AT4G01140	835	901	717								
AT4G01150	9293	31537	15898								
AT4G01160	0	0	0								
AT4G01170	0	0	0								
AT4G01180	0	0	0								
AT4G01190	1	8	2								
AT4G01200	59	116	81								
AT4G01210	836	1718	1209								
AT4G01220	595	1002	962								
AT4G01230	0	0	0								
AT4G01240	4	15	11								
AT4G01245	0	0	0								
AT4G01250	156	296	240								
AT4G01260	0	1	0								
AT4G01265	0	0	0								
AT4G01270	32	79	36								
AT4G01280	159	500	239								
AT4G01290	371	1400	938								
AT4G01310	3157	11506	5803								
AT4G01320	689	840	1131								
AT4G01328	0	0	0								
AT4G01330	1343	1445	912								
AT4G01335	140	131	75								
AT4G01340	0	5	8								
AT4G01350	196	177	147								
AT4G01355	0	0	0								
AT4G01360	159	348	160								
AT4G01370	1970	3145	2784								
AT4G01380	0	0	0								
AT4G01390	0	3	0								
AT4G01400	1451	1909	1381								
AT4G01410	996	1228	1082								
AT4G01420	0	0	0								
AT4G01430	73	128	129								
AT4G01440	4	8	10								
AT4G01450	1199	1866	1117								
AT4G01455	0	0	0								
AT4G01460	140	246	118								
AT4G01470	0	0	0								
AT4G01480	4044	4542	3319								
AT4G01490	5	30	29								
AT4G01500	4	8	9								
AT4G01505	0	0	0								
AT4G01510	176	372	200								
AT4G01515	16	34	7								
AT4G01516	0	0	0								
AT4G01520	0	0	0								
AT4G01525	30	57	21								
AT4G01530	0	0	0								
AT4G01533	0	0	0								
AT4G01535	0	0	0								
AT4G01540	0	0	0								
AT4G01550	25	25	20								
AT4G01560	681	1118	454								
AT4G01570	16	82	45								
AT4G01575	143	98	110								
AT4G01580	162	314	160								
AT4G01590	570	1181	769								
AT4G01593	272	599	230								
AT4G01595	2	5	2								
AT4G01600	53	90	45								
AT4G01610	2120	2505	2600								
AT4G01630	1	1	0								
AT4G01640	0	0	0								
AT4G01650	63	70	141								
AT4G01660	76	204	113								
AT4G01670	41	54	53								
AT4G01671	0	0	0								
AT4G01680	2673	1729	1405								
AT4G01690	229	1321	642								
AT4G01700	675	1699	924								
AT4G01703	0	0	0								
AT4G01710	26	93	82								
AT4G01720	191	168	157								
AT4G01730	12	32	18								
AT4G01735	1	2	0								
AT4G01740	0	25	4								
AT4G01750	148	448	250								
AT4G01760	0	0	0								
AT4G01770	28	76	48								
AT4G01780	0	1	0								
